Customer_ID,Purchase_Amount,Delivery_Time,Rating,Product_Category
CUST1685,1042.73,6,3,Clothing
CUST1686,1845.25,6,4,Clothing
CUST1687,2628.3,6,1,Electronics
CUST1688,7704.36,5,4,Clothing
CUST1689,1608.23,7,4,Books
CUST1690,12506.25,3,3,Clothing
CUST1691,5252.13,5,5,Beauty
CUST1692,4519.98,7,3,Books
CUST1693,3447.74,2,1,Electronics
CUST1694,2968.0,8,3,Books
CUST1695,2091.15,4,2,Beauty
CUST1696,899.95,2,4,Beauty
CUST1697,1659.07,5,5,Clothing
CUST1698,9609.33,5,1,Clothing
CUST1699,5028.84,4,4,Home & Kitchen
CUST1700,9553.37,6,3,Books
CUST1701,2045.72,8,2,Home & Kitchen
CUST1702,1339.77,4,3,Beauty
CUST1703,3422.11,3,4,Clothing
CUST1704,1714.32,6,1,Clothing
CUST1705,3974.14,4,5,Clothing
CUST1706,713.79,2,4,Electronics
CUST1707,380.8,3,1,Beauty
CUST1708,4395.43,1,4,Clothing
CUST1709,9785.37,9,2,Beauty
CUST1710,4536.51,5,3,Clothing
CUST1711,4992.73,3,5,Books
CUST1712,3533.45,4,1,Beauty
CUST1713,3790.02,3,5,Home & Kitchen
CUST1714,853.41,4,5,Electronics
CUST1715,1772.04,6,5,Home & Kitchen
CUST1716,7651.9,4,1,Beauty
CUST1717,2581.3,2,1,Clothing
CUST1718,7549.04,6,5,Beauty
CUST1719,3712.8,3,3,Electronics
CUST1720,3854.2,6,4,Beauty
CUST1721,2597.21,2,5,Clothing
CUST1722,5516.31,8,2,Home & Kitchen
CUST1723,6463.96,3,5,Books
CUST1724,1687.91,6,1,Home & Kitchen
CUST1725,942.19,4,4,Clothing
CUST1726,484.81,5,2,Clothing
CUST1727,4824.52,6,4,Electronics
CUST1728,4440.67,1,4,Beauty
CUST1729,14802.61,5,2,Beauty
CUST1730,3549.11,7,5,Home & Kitchen
CUST1731,3084.47,6,5,Books
CUST1732,4072.5,6,5,Books
CUST1733,4234.86,7,3,Electronics
CUST1734,2901.69,4,5,Clothing
CUST1735,1738.01,3,2,Electronics
CUST1736,3406.63,8,3,Beauty
CUST1737,3309.84,4,5,Clothing
CUST1738,3269.13,5,3,Electronics
CUST1739,5922.0,5,2,Home & Kitchen
CUST1740,3360.14,3,5,Beauty
CUST1741,963.93,9,1,Books
CUST1742,1994.26,8,2,Electronics
CUST1743,2873.51,6,4,Beauty
CUST1744,3481.75,3,4,Beauty
CUST1745,4896.57,5,2,Books
CUST1746,3502.59,5,4,Books
CUST1747,392.01,5,2,Books
CUST1748,1083.92,3,1,Electronics
CUST1749,5134.67,7,2,Books
CUST1750,2812.04,3,5,Home & Kitchen
CUST1751,3732.11,0,5,Beauty
CUST1752,2536.53,6,3,Books
CUST1753,1987.13,6,4,Beauty
CUST1754,2611.76,4,4,Clothing
CUST1755,3765.36,5,2,Clothing
CUST1756,3341.2,9,4,Books
CUST1757,6435.3,5,5,Beauty
CUST1758,781.43,4,1,Clothing
CUST1759,903.11,3,2,Books
CUST1760,2786.02,6,4,Beauty
CUST1761,4935.95,2,5,Books
CUST1762,5702.78,6,3,Beauty
CUST1763,2055.37,6,4,Clothing
CUST1764,120.88,6,1,Books
CUST1765,2112.51,5,1,Clothing
CUST1766,4450.76,3,4,Books
CUST1767,3293.96,4,4,Electronics
CUST1768,5063.93,4,5,Clothing
CUST1769,7475.69,5,4,Clothing
CUST1770,2940.54,4,3,Home & Kitchen
CUST1771,2314.79,4,5,Clothing
CUST1772,1530.95,5,2,Beauty
CUST1773,897.69,5,3,Books
CUST1774,661.81,5,5,Electronics
CUST1775,1887.05,7,5,Beauty
CUST1776,6803.81,3,1,Beauty
CUST1777,5408.0,2,5,Beauty
CUST1778,2225.59,4,3,Beauty
CUST1779,12582.21,4,4,Electronics
CUST1780,2001.23,6,3,Home & Kitchen
CUST1781,7950.67,3,2,Clothing
CUST1782,9209.15,5,5,Beauty
CUST1783,4667.61,5,5,Clothing
CUST1784,1871.82,5,5,Clothing
CUST1785,2476.25,5,5,Beauty
CUST1786,3833.28,3,1,Home & Kitchen
CUST1787,924.63,10,1,Clothing
CUST1788,1401.36,5,4,Books
CUST1789,1295.07,4,5,Clothing
CUST1790,4919.83,4,2,Beauty
CUST1791,7427.72,7,4,Electronics
CUST1792,5555.58,3,5,Clothing
CUST1793,6623.22,6,1,Home & Kitchen
CUST1794,1736.25,2,2,Books
CUST1795,2567.66,4,4,Books
CUST1796,2726.72,4,2,Electronics
CUST1797,4654.42,4,5,Electronics
CUST1798,1932.56,8,3,Clothing
CUST1799,6348.76,5,2,Beauty
CUST1800,9042.18,8,2,Home & Kitchen
CUST1801,4824.01,5,1,Books
CUST1802,2477.03,7,5,Electronics
CUST1803,1602.11,8,2,Home & Kitchen
CUST1804,1297.96,3,5,Beauty
CUST1805,397.68,4,1,Books
CUST1806,2794.07,6,5,Books
CUST1807,2668.47,4,1,Beauty
CUST1808,6085.23,4,1,Books
CUST1809,2043.11,6,4,Beauty
CUST1810,2920.18,2,5,Books
CUST1811,4117.48,4,3,Clothing
CUST1812,4768.52,2,4,Beauty
CUST1813,5613.58,8,1,Home & Kitchen
CUST1814,3822.92,7,3,Clothing
CUST1815,980.97,2,2,Home & Kitchen
CUST1816,4475.49,5,2,Books
CUST1817,1918.52,6,4,Home & Kitchen
CUST1818,7661.74,7,3,Clothing
CUST1819,3388.56,7,5,Beauty
CUST1820,3994.4,7,3,Electronics
CUST1821,15573.78,6,4,Home & Kitchen
CUST1822,5681.33,5,5,Electronics
CUST1823,4417.51,5,5,Home & Kitchen
CUST1824,2988.47,8,2,Home & Kitchen
CUST1825,1066.19,7,3,Beauty
CUST1826,2822.24,4,5,Books
CUST1827,1584.25,5,4,Clothing
CUST1828,9771.25,8,2,Clothing
CUST1829,4459.74,5,5,Clothing
CUST1830,7475.96,2,3,Books
CUST1831,1993.76,3,2,Electronics
CUST1832,1689.7,7,3,Clothing
CUST1833,5303.0,3,3,Electronics
CUST1834,1526.82,8,3,Books
CUST1835,2326.6,1,2,Books
CUST1836,10076.13,5,5,Beauty
CUST1837,2404.29,3,1,Clothing
CUST1838,848.58,5,5,Beauty
CUST1839,540.67,5,2,Clothing
CUST1840,742.1,2,1,Books
CUST1841,7771.54,7,1,Books
CUST1842,2101.83,2,1,Home & Kitchen
CUST1843,15262.1,4,4,Home & Kitchen
CUST1844,9110.87,5,2,Books
CUST1845,11659.21,4,4,Books
CUST1846,6738.21,4,1,Electronics
CUST1847,5109.23,5,4,Electronics
CUST1848,1635.62,4,4,Beauty
CUST1849,3324.63,4,2,Home & Kitchen
CUST1850,5474.08,5,3,Home & Kitchen
CUST1851,6458.35,7,4,Books
CUST1852,1169.09,6,4,Books
CUST1853,2857.89,6,1,Beauty
CUST1854,3124.38,8,1,Home & Kitchen
CUST1855,3028.76,5,1,Electronics
CUST1856,1326.56,2,5,Clothing
CUST1857,10778.06,4,4,Beauty
CUST1858,2782.08,6,1,Clothing
CUST1859,1419.08,3,2,Electronics
CUST1860,10951.14,3,5,Electronics
CUST1861,9116.59,5,3,Clothing
CUST1862,3710.49,5,4,Beauty
CUST1863,2269.02,6,4,Clothing
CUST1864,678.52,2,2,Beauty
CUST1865,4843.07,6,3,Beauty
CUST1866,2138.41,4,3,Books
CUST1867,3262.79,3,5,Home & Kitchen
CUST1868,10322.57,4,4,Home & Kitchen
CUST1869,2007.67,2,1,Electronics
CUST1870,4696.11,6,2,Books
CUST1871,5728.39,8,2,Home & Kitchen
CUST1872,7610.81,5,2,Beauty
CUST1873,3081.37,6,2,Beauty
CUST1874,2834.62,5,1,Clothing
CUST1875,2782.1,5,1,Clothing
CUST1876,4374.68,6,5,Beauty
CUST1877,8863.68,4,4,Beauty
CUST1878,2681.16,4,1,Clothing
CUST1879,174.47,5,5,Home & Kitchen
CUST1880,6176.6,5,3,Electronics
CUST1881,3509.31,4,4,Clothing
CUST1882,4850.83,4,1,Home & Kitchen
CUST1883,707.66,7,3,Home & Kitchen
CUST1884,2145.43,5,5,Home & Kitchen
CUST1885,5833.44,4,1,Books
CUST1886,1030.38,3,1,Books
CUST1887,4688.51,9,3,Home & Kitchen
CUST1888,3242.15,6,1,Beauty
CUST1889,1773.63,6,2,Books
CUST1890,1648.42,4,1,Clothing
CUST1891,1338.28,7,4,Books
CUST1892,3495.14,6,3,Beauty
CUST1893,3809.97,6,4,Electronics
CUST1894,2472.64,2,5,Books
CUST1895,1260.69,6,4,Home & Kitchen
CUST1896,4592.36,4,2,Home & Kitchen
CUST1897,6254.39,7,2,Home & Kitchen
CUST1898,5201.17,8,4,Electronics
CUST1899,11967.71,6,5,Beauty
CUST1900,2883.05,3,1,Clothing
CUST1901,8292.56,4,2,Beauty
CUST1902,1928.18,5,4,Electronics
CUST1903,1666.35,3,4,Home & Kitchen
CUST1904,3660.2,5,4,Beauty
CUST1905,9534.02,8,1,Clothing
CUST1906,2635.22,8,3,Home & Kitchen
CUST1907,707.07,5,5,Clothing
CUST1908,6172.95,5,3,Books
CUST1909,3136.37,8,5,Clothing
CUST1910,4165.74,5,5,Home & Kitchen
CUST1911,1744.63,4,4,Books
CUST1912,3634.43,3,2,Home & Kitchen
CUST1913,828.1,7,4,Home & Kitchen
CUST1914,10886.86,4,1,Books
CUST1915,6971.96,4,5,Clothing
CUST1916,3511.62,5,2,Electronics
CUST1917,6055.58,3,5,Electronics
CUST1918,1932.51,5,5,Electronics
CUST1919,6762.58,4,4,Electronics
CUST1920,2541.51,6,2,Beauty
CUST1921,2395.97,5,2,Electronics
CUST1922,1425.4,5,5,Books
CUST1923,4551.05,2,2,Electronics
CUST1924,3396.26,5,2,Home & Kitchen
CUST1925,8470.85,3,4,Electronics
CUST1926,1273.9,3,3,Clothing
CUST1927,4566.02,5,1,Books
CUST1928,7435.13,4,3,Books
CUST1929,3860.84,3,2,Beauty
CUST1930,2502.09,4,5,Home & Kitchen
CUST1931,3787.49,2,1,Books
CUST1932,8023.98,6,1,Clothing
CUST1933,8021.74,7,5,Electronics
CUST1934,3037.68,3,1,Books
CUST1935,7928.81,5,5,Clothing
CUST1936,3274.64,4,1,Electronics
CUST1937,6008.98,6,3,Beauty
CUST1938,4953.65,6,1,Books
CUST1939,2420.68,2,4,Books
CUST1940,1473.88,2,5,Clothing
CUST1941,7567.14,5,1,Home & Kitchen
CUST1942,9006.31,2,5,Beauty
CUST1943,4488.2,7,4,Home & Kitchen
CUST1944,3271.25,4,1,Books
CUST1945,1121.78,5,1,Home & Kitchen
CUST1946,7436.42,7,4,Electronics
CUST1947,4119.59,5,4,Beauty
CUST1948,2708.54,7,4,Home & Kitchen
CUST1949,6127.07,1,5,Electronics
CUST1950,925.89,3,4,Clothing
CUST1951,1360.16,4,5,Home & Kitchen
CUST1952,1871.77,9,3,Beauty
CUST1953,4844.09,4,1,Electronics
CUST1954,3818.84,5,1,Home & Kitchen
CUST1955,5255.43,6,2,Clothing
CUST1956,7097.93,6,3,Home & Kitchen
CUST1957,5388.94,3,4,Electronics
CUST1958,11038.65,3,4,Home & Kitchen
CUST1959,7086.74,5,3,Beauty
CUST1960,3032.07,7,4,Books
CUST1961,2133.37,6,2,Electronics
CUST1962,3105.0,6,5,Electronics
CUST1963,5521.17,4,1,Electronics
CUST1964,2330.61,7,3,Electronics
CUST1965,5627.97,4,1,Home & Kitchen
CUST1966,5188.03,8,5,Beauty
CUST1967,1454.44,5,3,Clothing
CUST1968,6997.05,5,5,Beauty
CUST1969,4374.44,4,4,Electronics
CUST1970,10688.49,5,4,Home & Kitchen
CUST1971,3283.44,2,4,Home & Kitchen
CUST1972,2610.21,3,5,Electronics
CUST1973,1285.78,7,5,Home & Kitchen
CUST1974,1266.56,5,5,Electronics
CUST1975,6438.32,6,1,Beauty
CUST1976,9988.13,7,5,Books
CUST1977,3070.85,2,4,Home & Kitchen
CUST1978,2916.16,7,2,Electronics
CUST1979,3517.5,5,5,Electronics
CUST1980,7323.26,5,2,Home & Kitchen
CUST1981,1466.48,7,4,Clothing
CUST1982,3987.46,6,5,Electronics
CUST1983,6538.5,5,1,Home & Kitchen
CUST1984,4801.77,0,1,Electronics
CUST1985,91.84,7,2,Clothing
CUST1986,5407.82,5,1,Books
CUST1987,4835.14,5,1,Clothing
CUST1988,8286.79,6,1,Beauty
CUST1989,9469.65,8,4,Home & Kitchen
CUST1990,8011.54,4,1,Clothing
CUST1991,3531.92,6,3,Books
CUST1992,672.05,4,5,Electronics
CUST1993,2899.51,1,1,Home & Kitchen
CUST1994,3447.19,3,1,Clothing
CUST1995,9904.84,4,1,Books
CUST1996,1760.31,5,3,Clothing
CUST1997,954.72,4,1,Beauty
CUST1998,2343.21,5,1,Home & Kitchen
CUST1999,1846.09,2,5,Electronics
